index,contract,invoice_type,billing_type,1,2,3,4,5,6,7,8,9,10,11,12,fraud_consumption,fraud_flag,SERVICE_STATUS,POWER_SUSCRIBED,TARIFF,ACTIVITY_CMS,READWITH,SEGMENT,agency,zone,block
5632642,200345766,0,2,0,0,0,340,853,761,29,0,320,360,378,346,11405,1,1,3.3,1,6,2,5,833,6,0
6205630,200348081,0,1,105,178,111,157,210,200,239,253,250,288,228,292,950,1,2,6.6,1,3,3,1,833,7,0
504819,200348158,0,1,910,951,614,1382,472,927,617,1975,1258,1177,1185,1580,1267,1,1,2.2,1,5,2,1,833,7,0
320202,200348185,0,1,120,174,168,0,0,0,0,0,0,,,,7603,1,2,2.2,1,6,1,5,0,0,0
3524857,200348340,0,1,65,64,30,259,152,261,338,143,175,363,468,348,3326,1,1,2.2,1,3,1,1,833,7,0
3858909,200348474,0,2,237,218,28,41,273,285,113,0,0,0,0,37,950,1,1,2.2,1,6,1,5,833,8,0
5768190,200348474,0,1,237,218,28,41,273,285,113,0,0,0,0,37,950,1,1,2.2,1,6,1,5,833,8,0
7932536,200349453,0,1,208,529,226,450,442,293,274,199,212,260,416,453,1980,1,1,6.6,1,3,1,2,833,8,0
8107376,200349617,0,1,77,93,101,120,0,0,0,0,0,0,0,0,950,1,1,2.2,1,3,1,1,833,7,0
5840768,200704422,0,1,,,41,17,17,15,15,,160,180,192,46,1584,1,1,9.9,1,6,1,4,805,13,0
12657726,200704422,0,2,,,41,17,17,15,15,,160,180,192,46,1584,1,1,9.9,1,6,1,4,805,13,0
8040622,200704923,0,1,400,546,563,635,567,592,625,240,0,132,0,101,7603,1,1,39.6,1,6,2,4,620,1,0
13510696,200705886,0,1,279,63,14,17,23,24,11,6,11,2,7,5,1901,1,2,2.2,1,6,1,5,801,1,0
9724364,200712563,0,1,274,114,277,176,151,145,193,161,153,180,179,187,2851,1,4,2.2,1,6,1,5,801,4,0
8710133,200717817,0,1,2993,3046,3347,3011,3269,2720,3594,5021,2411,2468,2809,4697,24456,1,1,6.6,1,6,2,4,801,6,0
222824,200729011,0,1,142,137,,232,66,114,133,121,92,141,116,97,950,1,1,2.2,1,6,1,5,617,2,0
11218135,200730285,0,2,2787,1357,1943,2194,2023,2372,2027,2232,1868,0,4507,5412,6970,1,4,6.6,1,3,2,2,617,1,0
9803912,200730285,0,1,2787,1357,1943,2194,2023,2372,2027,2232,1868,0,4507,5412,6970,1,4,6.6,1,3,2,2,617,1,0
12234238,200730402,0,1,89,77,94,110,101,118,53,39,54,100,122,89,1980,1,2,2.2,1,6,1,5,617,1,0
5764433,200730453,0,1,257,133,101,112,131,145,145,98,53,130,110,100,1584,1,1,2.2,1,6,1,5,617,2,0
12371474,200731464,0,1,,,,,0,,,,,,,,950,1,4,2.2,1,6,1,5,802,2,0
12847328,200733320,0,1,87,107,101,124,120,129,85,100,88,96,11,0,475,1,1,2.2,1,6,1,5,802,1,0
2554483,200733582,0,1,111,176,177,187,173,179,173,174,148,145,146,134,1267,1,1,2.2,1,6,1,5,802,1,0
13610251,200736282,0,1,0,,0,0,0,0,0,0,0,219,508,422,713,1,2,2.2,1,6,1,5,802,12,0
3045468,200736282,0,2,0,,0,0,0,0,0,0,0,219,508,422,713,1,2,2.2,1,6,1,5,802,12,0
1734008,200737530,0,1,6,,,,,,126,0,20,0,0,0,1267,1,2,2.2,1,13,1,1,802,8,0
2817209,200737530,0,2,6,,,,,,126,0,20,0,0,0,1267,1,2,2.2,1,13,1,1,802,8,0
3651439,200737934,0,1,38,43,35,40,41,,,,,,,,6336,1,2,3.3,1,6,1,5,802,8,0
6168224,200741899,0,1,99,138,113,129,195,112,,,,0,,,950,1,2,2.2,1,6,1,5,802,10,0
1764696,200745529,0,1,,4,6,19,12,9,9,8,12,28,0,0,1980,1,2,1.1,1,6,1,5,802,15,0
8327668,200745529,0,2,,4,6,19,12,9,9,8,12,28,0,0,1980,1,2,1.1,1,6,1,5,802,15,0
3684467,200747211,0,1,632,696,743,830,938,1031,1036,992,1007,948,1020,861,3168,1,4,2.2,1,3,1,1,802,14,0
5096848,200747391,0,1,79,,250,216,209,221,215,210,246,300,357,268,5702,1,1,6.6,1,17,1,1,802,14,0
2648247,200749576,0,1,385,393,396,348,388,464,315,488,460,353,363,332,634,1,1,66,1,6,2,4,803,1,0
10059984,200749654,0,1,51,0,0,2,0,0,,,,,,,3960,1,4,39.6,1,10,1,2,803,1,0
1195370,200750080,0,2,3,18,0,156,103,108,131,98,79,112,92,91,1901,1,1,6.6,1,3,1,2,803,1,0
8497608,200750080,0,1,3,18,0,156,103,108,131,98,79,112,92,91,1901,1,1,6.6,1,3,1,2,803,1,0
5802137,200753684,0,1,32,34,29,27,24,25,28,26,30,8,8,28,238,1,4,2.2,1,6,1,5,803,3,0
10636411,200753828,0,1,70,87,78,92,80,96,91,85,76,722,688,101,1267,1,1,2.2,1,10,1,1,80303,16,0
11476491,200753835,0,1,13,10,11,21,18,14,13,19,19,26,28,16,1267,1,1,2.2,1,6,1,5,803,3,0
2870999,200753929,0,2,153,147,130,157,195,95,119,144,126,110,93,0,475,1,4,2.2,1,6,1,5,803,3,0
6672198,200753929,0,1,153,147,130,157,195,95,119,144,126,110,93,0,475,1,4,2.2,1,6,1,5,803,3,0
2292577,200754103,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1267,1,4,6.6,1,3,1,2,803,3,0
4075747,200755853,0,1,169,148,73,95,155,110,138,83,106,126,83,118,3168,1,1,1.1,1,3,1,1,803,5,0
2349237,200756760,0,1,0,0,0,0,0,0,0,0,0,0,0,0,475,1,1,2.2,1,3,1,1,803,5,0
3391918,200756760,0,2,0,0,0,0,0,0,0,0,0,0,0,0,475,1,1,2.2,1,3,1,1,803,5,0
4919789,200757588,0,2,,101,,,,,,,,,,,3960,1,4,6.6,1,6,1,4,803,9,0
11238399,200758885,0,2,96,85,56,95,129,62,91,220,143,49,61,29,1267,1,4,4.4,1,6,1,3,803,7,0
4980105,200758885,0,1,96,85,56,95,129,62,91,220,143,49,61,29,1267,1,4,4.4,1,6,1,3,803,7,0
6053951,200769860,0,1,426,348,,46,0,0,0,0,0,0,0,0,1584,1,1,2.2,1,3,1,1,609,4,0
11341166,200773261,0,1,0,,,400,,,0,514,212,25,0,62,634,1,1,2.2,1,3,1,1,804,1,0
4627837,200773261,0,2,0,,,400,,,0,514,212,25,0,62,634,1,1,2.2,1,3,1,1,804,1,0
8291463,200773442,0,1,186,140,89,113,133,126,124,184,126,135,161,121,3326,1,2,2.2,1,6,3,5,804,1,0
6184632,200773611,0,1,0,0,0,0,0,0,0,0,,,336,,2534,1,4,1.1,1,6,1,5,804,1,0
5952672,200776975,0,1,621,652,612,677,784,742,5267,1960,1959,2103,,5826,7603,1,1,6.6,1,3,2,2,804,3,0
13563330,200778390,0,1,0,0,0,0,0,0,0,0,0,0,0,0,634,1,2,2.2,1,6,1,5,804,6,0
13563330,200778390,0,1,0,0,0,0,0,0,0,0,0,0,0,0,238,1,2,2.2,1,6,1,5,804,6,0
10630873,200780707,0,1,7,0,100,196,227,,153,247,372,84,127,1,950,1,2,2.2,1,6,1,5,804,7,0
6148366,200781253,0,2,465,431,381,597,525,550,541,0,579,152,426,507,1267,1,4,6.6,1,3,1,1,804,7,0
1584783,200781253,0,1,465,431,381,597,525,550,541,0,579,152,426,507,1267,1,4,6.6,1,3,1,1,804,7,0
10997829,200781443,0,2,10,,0,0,0,0,0,100,,0,0,0,950,1,1,2.2,1,6,1,5,804,7,0
10877671,200781443,0,1,10,,0,0,0,0,0,100,,0,0,0,950,1,1,2.2,1,6,1,5,804,7,0
7729627,200781834,0,1,149,89,125,106,142,138,110,121,110,124,124,44,950,1,1,3.3,1,6,1,5,804,7,0
6927448,200783025,0,1,3464,3488,3752,3571,3551,4040,8722,6475,3955,4386,4376,4934,3326,1,3,6.6,1,23,2,2,804,6,0
891126,200783116,0,1,3629,3602,3720,3499,3475,3470,6471,3956,3080,7055,3942,4541,3802,1,2,19.8,1,15,2,2,804,6,0
7433076,200783661,0,1,126,135,76,120,,,,,1156,222,194,,1584,1,4,6.6,1,6,1,4,804,9,0
13454514,200783661,0,2,126,135,76,120,,,,,1156,222,194,,1584,1,4,6.6,1,6,1,4,804,9,0
7570550,200787006,0,1,0,0,0,0,0,300,360,393,360,421,425,0,4277,1,2,3.3,1,6,1,5,804,9,0
11105771,200787130,0,1,0,0,0,0,,0,0,0,0,0,0,,1584,1,2,6.6,1,6,1,4,614,3,0
3887082,200787724,0,1,0,0,99,,,,,,,0,,,1901,1,4,2.2,1,3,1,1,804,9,0
12816179,200789252,0,1,164,144,142,163,250,308,300,294,189,193,211,216,1584,1,1,2.2,1,6,1,5,610,3,0
2737768,200789277,0,2,328,259,373,402,303,0,240,308,292,272,235,254,3326,1,1,6.6,1,3,2,2,610,2,0
5086890,200789277,0,1,328,259,373,402,303,0,240,308,292,272,235,254,3326,1,1,6.6,1,3,2,2,610,2,0
12398744,200789373,0,1,34,30,32,34,37,65,196,87,166,183,153,147,3168,1,1,2.2,1,6,1,5,610,2,0
10886351,200789700,0,1,0,209,185,193,207,141,152,279,,,787,792,1584,1,1,2.2,1,6,1,5,610,2,0
5155001,200790558,0,1,,,,,,,,,,,,0,238,1,3,2.2,1,6,3,5,614,3,0
5534647,200790857,0,1,369,310,397,507,500,493,415,364,394,405,436,436,2851,1,4,6.6,1,6,1,3,614,3,0
12215928,200790878,0,2,111,86,104,112,95,126,109,112,,0,242,74,1584,1,1,6.6,1,6,1,4,614,3,0
5954312,200790878,0,1,111,86,104,112,95,126,109,112,,0,242,74,1584,1,1,6.6,1,6,1,4,614,3,0
1472664,200791407,0,1,,,0,400,219,100,0,44,44,0,,,1584,1,1,2.2,1,6,1,5,614,3,0
6563791,200791407,0,2,,,0,400,219,100,0,44,44,0,,,1584,1,1,2.2,1,6,1,5,614,3,0
1282822,200793060,0,1,98,111,100,18,0,0,0,0,0,,,,2851,1,2,2.2,1,6,1,5,613,1,0
4945856,200793235,0,2,50,40,40,42,40,41,70,24,60,69,71,69,950,1,1,2.2,1,6,1,5,610,3,0
7997706,200793235,0,1,50,40,40,42,40,41,70,24,60,69,71,69,950,1,1,2.2,1,6,1,5,610,3,0
13096195,200793916,0,2,149,162,50,60,97,103,102,110,103,0,336,196,950,1,1,2.2,1,6,1,5,610,3,0
60109,200793916,0,1,149,162,50,60,97,103,102,110,103,0,336,196,950,1,1,2.2,1,6,1,5,610,3,0
1286591,200794172,0,1,125,142,130,138,178,178,166,229,140,271,0,,950,1,2,2.2,1,6,1,5,610,3,0
2693688,200794302,0,2,10,10,0,30,153,137,139,121,149,131,137,159,3802,1,1,2.2,1,6,1,5,610,3,0
1730276,200794302,0,1,10,10,0,30,153,137,139,121,149,131,137,159,3802,1,1,2.2,1,6,1,5,610,3,0
8996957,200797732,0,2,848,512,522,968,856,749,334,1127,510,533,176,29,3802,1,1,6.6,1,13,2,2,805,3,0
8974298,200797732,0,1,848,512,522,968,856,749,334,1127,510,533,176,29,3802,1,1,6.6,1,13,2,2,805,3,0
2601352,200800293,0,1,0,0,0,0,0,0,0,,,,,,950,1,2,2.2,1,6,1,5,805,3,0
11407052,200804880,0,1,101,0,101,98,0,101,103,0,0,0,0,0,3326,1,4,2.2,1,6,1,5,805,6,0
5672107,200809596,0,1,135,47,68,67,128,79,62,57,90,91,114,62,950,1,1,2.2,1,3,1,1,805,13,0
7350302,200812542,0,1,93,184,89,,,,0,,,,,,8554,1,2,2.2,1,6,1,5,805,15,0
5342624,200812762,0,2,0,0,0,0,0,0,0,0,0,5,129,73,950,1,2,2.2,1,3,1,1,805,15,0
7781531,200812762,0,1,0,0,0,0,0,0,0,0,0,5,129,73,950,1,2,2.2,1,3,1,1,805,15,0
3003248,200813803,0,2,,,100,0,,,,,260,2040,484,522,634,1,4,6.6,1,6,1,4,805,15,0
11053822,200813803,0,1,,,100,0,,,,,260,2040,484,522,634,1,4,6.6,1,6,1,4,805,15,0
5329853,200819562,0,1,606,584,531,0,0,,,,,,,,1901,1,2,19.8,1,17,1,2,806,4,0
11713045,200823212,0,1,199,195,147,193,69,0,1,0,0,20,171,26,1901,1,1,3.3,1,6,1,5,806,6,0
605526,200828373,0,1,0,0,101,81,98,74,96,62,89,305,180,,1267,1,2,2.2,1,6,1,5,806,10,0
5753813,200841937,0,1,73,268,634,160,120,,109,102,100,80,101,10,1267,1,4,6.6,1,6,1,4,807,10,0
1034205,200845224,0,1,218,247,530,693,741,403,90,238,219,156,132,107,3168,1,1,2.2,1,6,1,5,807,12,0
5888108,200846487,0,1,105,110,115,105,104,111,107,99,,199,80,120,3168,1,1,1.1,1,6,1,5,807,14,0
7188514,200847221,0,1,930,965,504,780,940,1027,1207,831,563,741,720,1022,3802,1,4,3.3,1,3,1,1,807,14,0
3321395,200853103,0,2,72,65,125,263,53,2,100,0,304,268,291,306,634,1,1,2.2,1,6,1,5,610,2,0
5625935,200853103,0,1,72,65,125,263,53,2,100,0,304,268,291,306,634,1,1,2.2,1,6,1,5,610,2,0
9541415,200854427,0,1,990,426,307,276,310,225,436,1232,236,183,426,120,3168,1,4,19.8,1,6,1,4,611,7,0
12555265,200864846,0,1,303,263,246,228,208,247,247,278,300,247,234,278,950,1,1,6.6,1,6,1,3,808,4,0
6999365,200876599,0,1,257,338,204,105,82,112,427,358,436,482,460,526,950,1,4,2.2,1,6,1,5,618,4,0
4401308,200878872,0,1,6,36,38,48,38,22,22,21,24,27,29,0,4752,1,2,2.2,1,3,1,1,618,6,0
4089408,200879946,0,1,97,113,136,115,90,115,283,495,177,81,94,71,634,1,1,3.3,1,6,1,5,618,5,0
3515750,200923908,0,2,35,0,,0,,,,,,,,,1584,1,2,2.2,1,6,1,5,838,3,0
7304103,200923908,0,1,35,0,,0,,,,,,,,,1584,1,2,2.2,1,6,1,5,838,3,0
8283737,200923909,0,1,105,292,393,373,389,362,402,352,423,351,321,431,950,1,1,1.1,1,6,1,5,838,3,0
2235207,200925102,0,2,25,0,,27,148,222,219,195,235,325,318,222,238,1,4,2.2,1,6,1,5,838,3,0
9723624,200925102,0,1,25,0,,27,148,222,219,195,235,325,318,222,238,1,4,2.2,1,6,1,5,838,3,0
9748626,201043087,0,1,1690,1841,1469,708,1076,805,833,735,896,2444,1296,1357,6970,1,4,13.2,1,0,1,0,829,1,0
11599997,201043295,0,1,23,119,90,26,0,0,0,3,0,,2,0,634,1,2,2.2,1,6,1,5,825,2,0
12956039,201043620,0,1,0,0,100,16,,0,,,,,,,950,1,2,2.2,1,6,1,5,804,6,0
8047968,201043620,0,2,0,0,100,16,,0,,,,,,,950,1,2,2.2,1,6,1,5,804,6,0
5107342,201191485,0,1,94,57,73,0,0,0,0,0,0,,0,,634,1,2,2.2,1,6,1,5,859,10,0
10436844,201207428,0,1,22,78,38,32,114,129,159,176,109,110,172,167,634,1,1,2.2,1,6,1,5,462,5,0
11418377,201220353,0,1,52,57,22,0,23,56,40,39,16,26,26,49,634,1,1,2.2,1,6,1,5,861,2,0
10694619,201232167,0,1,20,68,130,558,242,131,201,200,99,72,115,70,634,1,1,6.6,1,3,1,2,862,2,0
11499038,201257634,0,1,,0,0,0,0,0,0,0,0,,0,12,475,1,2,2.2,1,6,1,5,864,1,0
5326719,201258709,0,1,0,,,,,,,,,,,,475,1,2,19.8,1,6,1,4,0,0,0
13199446,201304288,0,1,41,88,110,41,80,78,66,0,0,0,0,0,1267,1,4,2.2,1,6,1,5,868,3,0
5046412,201304288,0,2,41,88,110,41,80,78,66,0,0,0,0,0,1267,1,4,2.2,1,6,1,5,868,3,0
12125238,201311810,0,1,11,21,26,34,19,32,27,25,29,31,63,84,950,1,1,1.1,1,6,1,5,868,60,0
374047,201312280,0,2,17,0,0,0,0,0,0,11,15,,,,475,1,1,1.1,1,6,1,5,868,54,0
2910777,201312280,0,1,17,0,0,0,0,0,0,11,15,,,,475,1,1,1.1,1,6,1,5,868,54,0
3214746,201312426,0,1,0,0,42,91,99,97,89,101,71,111,54,72,634,1,1,1.1,1,5,1,1,868,54,0
9761620,201343331,0,1,0,0,117,377,44,48,10,95,63,0,,0,475,1,1,2.2,1,6,1,5,0,0,0
10946524,201383647,0,1,41,210,310,341,0,0,0,0,0,0,0,0,1901,1,2,2.2,1,3,1,1,827,18,0
4302254,201384446,0,1,197,327,311,298,271,103,210,218,158,188,213,171,634,1,2,3.3,1,15,3,1,802,1,0
5381254,201384485,0,1,591,619,394,247,261,279,289,300,367,270,681,2993,7603,1,1,6.6,1,3,2,2,833,1,0
3481230,201384489,0,1,1194,1149,1202,1003,1014,1091,386,607,427,545,380,548,3326,1,4,82.5,1,3,1,2,833,2,0
1629067,201384729,0,1,17,19,26,76,45,25,19,16,168,118,87,39,634,1,4,2.2,1,3,1,1,830,6,0
8336232,201412250,0,1,51,54,59,,,,,33,32,41,20,21,4277,1,1,3.3,1,8,1,2,20,4,0
3456470,201429066,0,1,142,0,0,,,,248,118,316,120,319,33,1267,1,1,2.2,1,3,1,1,54,11,0
995303,201429509,0,2,26,37,33,0,,,15,5,0,4,3,16,5702,1,1,2.2,1,3,1,1,54,11,0
8111862,201429509,0,1,26,37,33,0,,,15,5,0,4,3,16,5702,1,1,2.2,1,3,1,1,54,11,0
13182002,201478744,0,2,630,174,204,167,45,0,101,431,187,296,125,191,1980,1,1,1.1,1,6,1,5,160,3,0
3386183,201478744,0,1,630,174,204,167,45,0,101,431,187,296,125,191,1980,1,1,1.1,1,6,1,5,160,3,0
7839390,201490963,0,2,,2500,,2510,1,0,784,1,2000,598,828,828,11405,1,2,9.9,1,38,1,2,810,19,0
4382383,201490963,0,1,,2500,,2510,1,0,784,1,2000,598,828,828,11405,1,2,9.9,1,38,1,2,810,19,0
8311954,201491698,0,1,2573,2704,2285,2631,2374,2619,2755,1927,1046,1446,1156,7681,8554,1,1,2.2,1,3,2,1,815,2,0
6932800,201492604,0,1,216,226,190,207,200,190,184,167,82,0,,,1267,1,1,2.2,1,3,1,1,815,2,0
88092,201495886,0,1,,,,,,,,,13,2,1,1,475,1,1,1.1,1,6,1,5,815,3,0
9412861,201496478,0,1,46,10,15,31,46,,,,,,676,128,475,1,1,1.1,1,6,1,5,815,3,0
12407038,201496658,0,1,17,31,9,18,17,15,22,20,17,21,5,1,475,1,1,2.2,1,6,1,5,815,3,0
10305680,201497130,0,1,53,47,31,28,25,59,57,20,21,79,84,105,475,1,1,2.2,1,3,1,1,815,3,0
8356648,201497133,0,1,72,67,60,55,62,83,56,101,73,81,43,49,475,1,4,2.2,1,6,1,5,815,3,0
5163641,201504749,0,2,609,0,712,2841,0,0,417,604,381,632,544,1024,7920,1,1,6.6,1,3,2,2,816,1,0
7733138,201504749,0,1,609,0,712,2841,0,0,417,604,381,632,544,1024,7920,1,1,6.6,1,3,2,2,816,1,0
7490012,201515416,0,2,37,37,37,39,16,118,0,0,32,24,24,24,1267,1,4,2.2,1,6,1,5,850,4,0
674967,201515416,0,1,37,37,37,39,16,118,0,0,32,24,24,24,1267,1,4,2.2,1,6,1,5,850,4,0
10406527,201517548,0,1,0,0,0,0,0,0,0,29,0,,,,1267,1,2,2.2,1,6,1,5,850,7,0
2240368,201517548,0,2,0,0,0,0,0,0,0,29,0,,,,1267,1,2,2.2,1,6,1,5,850,7,0
8540056,201534884,0,2,940,932,578,847,782,603,918,402,649,934,736,851,2534,1,1,2.2,1,3,1,1,890,42,0
11108882,201534884,0,1,940,932,578,847,782,603,918,402,649,934,736,851,2534,1,1,2.2,1,3,1,1,890,42,0
8663505,201534890,0,1,159,80,236,362,262,156,236,131,199,242,180,196,1584,1,1,2.2,1,3,1,1,890,42,0
2133855,201534890,0,2,159,80,236,362,262,156,236,131,199,242,180,196,1584,1,1,2.2,1,3,1,1,890,42,0
12622147,201537111,0,2,161,176,145,206,177,208,210,123,248,229,133,236,2851,1,1,2.2,1,32,1,1,890,41,0
12306787,201537111,0,1,161,176,145,206,177,208,210,123,248,229,133,236,2851,1,1,2.2,1,32,1,1,890,41,0
171702,201538108,0,2,106,0,0,,,,,0,12,14,,8,1584,1,2,2.2,1,6,1,5,890,51,0
5846995,201538108,0,1,106,0,0,,,,,0,12,14,,8,1584,1,2,2.2,1,6,1,5,890,51,0
2987877,201539391,0,1,354,406,317,308,322,319,524,341,412,415,438,401,3326,1,1,26.4,1,32,1,2,890,46,0
9871153,201539489,0,2,1191,1566,1179,1864,1832,661,938,1492,1507,1654,1405,1573,1584,1,1,2.2,1,3,1,1,890,46,0
4695770,201539489,0,1,1191,1566,1179,1864,1832,661,938,1492,1507,1654,1405,1573,1584,1,1,2.2,1,3,1,1,890,46,0
872119,201539490,0,2,1087,1718,1386,2416,1961,1914,1235,2058,1791,1815,1640,2167,3326,1,1,19.8,1,13,2,2,890,46,0
4181476,201539490,0,1,1087,1718,1386,2416,1961,1914,1235,2058,1791,1815,1640,2167,3326,1,1,19.8,1,13,2,2,890,46,0
3903739,201544169,0,1,357,257,76,108,107,132,,163,,82,82,0,634,1,2,9.9,1,0,1,0,0,0,0
13531436,201544291,0,1,666,2062,1424,1356,1953,1738,864,437,185,,1203,1210,12672,1,1,6.6,1,0,1,0,827,8,0
703882,201544524,0,1,,,0,,,,,,,,,,2851,1,2,2.2,1,6,1,5,805,5,0
7925097,201547018,0,2,610,667,387,363,320,283,457,450,389,373,278,0,3168,1,1,2.2,1,6,2,5,832,5,0
13016473,201547018,0,1,610,667,387,363,320,283,457,450,389,373,278,0,3168,1,1,2.2,1,6,2,5,832,5,0
13260057,201548435,0,1,622,927,721,917,792,652,637,741,707,306,189,232,8554,1,4,6.6,1,3,1,2,827,7,0
718791,201550633,0,2,27,33,28,35,36,33,33,,112,0,0,0,5940,1,1,2.2,1,6,1,5,802,4,0
3052318,201552945,0,1,4595,4225,4110,4244,5198,3653,6902,4216,4152,,4622,6055,1901,1,4,39.6,1,3,2,2,824,12,0
11701645,201553532,0,1,,,,,,0,0,,0,0,0,,2851,1,2,3.3,1,6,1,5,618,5,0
7272450,201553532,0,2,,,,,,0,0,,0,0,0,,2851,1,2,3.3,1,6,1,5,618,5,0
3475651,201553746,0,1,6,7,5,20,417,342,424,305,309,1046,622,476,3168,1,4,4.4,1,5,1,1,823,7,0
11195684,201560481,0,2,92,125,83,120,0,307,205,185,151,202,0,364,475,1,4,2.2,1,6,1,5,735,11,0
10041009,201560481,0,1,92,125,83,120,0,307,205,185,151,202,0,364,475,1,4,2.2,1,6,1,5,735,11,0
43548,201561729,0,1,44,30,0,0,,30,0,,1,9,,0,950,1,4,2.2,1,3,1,1,830,7,0
9223190,201561729,0,2,44,30,0,0,,30,0,,1,9,,0,950,1,4,2.2,1,3,1,1,830,7,0
8523390,201562676,0,1,146,328,290,292,296,305,299,391,277,245,279,291,3960,1,4,19.8,1,32,1,2,823,14,0
13216540,201562700,0,1,545,711,293,116,353,,396,361,326,356,304,374,7603,1,1,2.2,1,6,1,5,802,10,0
1244374,201565032,0,1,29,55,56,77,73,51,0,0,51,0,,,475,1,2,2.2,1,3,1,1,0,0,0
5891363,201565854,0,1,39,190,213,207,252,199,171,161,126,144,145,112,1267,1,1,2.2,1,3,1,1,827,12,0
1290446,201568927,0,2,138,155,133,132,141,128,151,139,164,144,166,132,1584,1,1,2.2,1,6,1,5,808,7,0
3150275,201568927,0,1,138,155,133,132,141,128,151,139,164,144,166,132,1584,1,1,2.2,1,6,1,5,808,7,0
12504252,201570603,0,2,,395,716,1598,1028,1213,34,,0,,770,556,238,1,1,19.8,1,26,2,2,827,11,0
3243148,201570603,0,1,,395,716,1598,1028,1213,34,,0,,770,556,238,1,1,19.8,1,26,2,2,827,11,0
5331304,201570880,0,1,125,250,173,222,195,56,117,135,317,,253,197,5702,1,2,6.6,1,3,2,2,824,17,0
7255327,201570880,0,2,125,250,173,222,195,56,117,135,317,,253,197,5702,1,2,6.6,1,3,2,2,824,17,0
2220470,201571861,0,1,82,81,87,66,82,82,80,85,81,88,86,69,238,1,1,2.2,1,6,1,5,833,3,0
8788656,201572481,0,1,8,31,18,30,14,248,0,0,0,0,0,0,3802,1,2,6.6,1,10,1,2,833,4,0
3598315,201576081,0,1,228,153,213,267,209,117,122,157,156,239,155,157,1901,1,1,6.6,1,3,1,2,829,18,0
12320965,201579584,0,1,0,993,1764,1805,875,1467,961,1,4404,,1849,1666,3168,1,3,13.2,1,0,2,0,823,7,0
6848264,201582705,0,2,111,124,167,21,39,60,63,60,1,51,41,0,4277,1,2,9.9,1,2,1,2,825,8,0
3524051,201582705,0,1,111,124,167,21,39,60,63,60,1,51,41,0,4277,1,2,9.9,1,2,1,2,825,8,0
11768472,201585261,0,2,500,581,0,,,286,132,124,226,138,0,44,1584,1,1,3.3,1,6,1,5,826,2,0
4072601,201585261,0,1,500,581,0,,,286,132,124,226,138,0,44,1584,1,1,3.3,1,6,1,5,826,2,0
5140187,201586617,0,1,697,597,675,637,437,698,840,169,146,160,153,190,13041,1,4,13.2,1,10,1,2,867,1,0
8131900,201591325,0,1,59,52,55,59,52,46,51,120,128,117,21,28,634,1,1,2.2,1,6,1,5,200,3,0
9614543,201592717,0,1,66,188,121,191,283,887,567,662,635,213,834,299,950,1,1,2.2,1,6,1,5,200,5,0
9728482,201594222,0,1,74,222,181,0,0,0,0,41,138,160,175,166,950,1,1,2.2,1,3,1,1,200,4,0
13568591,201595551,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1267,1,1,1.1,1,6,1,5,200,5,0
2271890,201596424,0,1,23,18,22,20,29,105,95,114,115,,,,7603,1,1,2.2,1,6,1,5,200,9,0
10598530,201598656,0,1,27,34,23,27,37,29,31,22,27,6,29,21,634,1,1,2.2,1,6,1,5,960,12,0
3694365,201599679,0,1,188,142,209,297,324,362,160,167,197,148,129,122,475,1,1,2.2,1,6,1,5,200,11,0
779152,201600562,0,2,167,235,233,185,,,,0,,117,37,29,1901,1,1,2.2,1,6,1,5,200,9,0
11986543,201600562,0,1,167,235,233,185,,,,0,,117,37,29,1901,1,1,2.2,1,6,1,5,200,9,0
2812563,201600928,0,1,65,129,123,123,121,61,108,52,50,63,81,62,238,1,1,2.2,1,6,1,5,200,10,0
2556511,201601846,0,2,369,0,0,0,396,262,150,410,70,32,118,131,634,1,1,2.2,1,6,1,5,200,15,0
3504896,201601846,0,1,369,0,0,0,396,262,150,410,70,32,118,131,634,1,1,2.2,1,6,1,5,200,15,0
2830724,201603618,0,1,13,21,16,19,16,18,13,32,49,52,46,41,238,1,1,1.1,1,6,1,5,960,12,0
9200624,201604185,0,1,31,38,27,32,31,23,31,40,52,57,68,58,950,1,1,2.2,1,6,1,5,960,12,0
1311750,201604185,0,2,31,38,27,32,31,23,31,40,52,57,68,58,950,1,1,2.2,1,6,1,5,960,12,0
2532436,201605219,0,1,111,120,119,143,145,165,89,32,95,147,139,106,1980,1,1,2.2,1,6,1,5,960,18,0
815994,201607966,0,2,28,97,98,73,0,91,96,98,58,44,65,83,634,1,1,2.2,1,6,1,5,961,25,0
2588218,201607966,0,1,28,97,98,73,0,91,96,98,58,44,65,83,634,1,1,2.2,1,6,1,5,961,25,0
10445784,201608146,0,2,8,8,,792,0,0,0,0,0,475,1157,917,4277,1,1,16.5,1,6,1,4,961,25,0
10956805,201608146,0,1,8,8,,792,0,0,0,0,0,475,1157,917,4277,1,1,16.5,1,6,1,4,961,25,0
2619114,201609172,0,1,,,165,0,0,0,0,,,,,0,950,1,2,2.2,1,6,1,5,960,20,0
13242286,201609200,0,1,90,100,97,113,105,155,137,131,166,176,188,161,950,1,1,2.2,1,6,1,5,960,20,0
6676613,201611930,0,2,5,39,76,100,107,85,0,0,,,,0,1980,1,2,2.2,1,6,1,5,961,26,0
